ANNO_VARIAZIONE;TIPO_VARIAZIONE;COD_COMUNE_OLD;DEN_COMUNE_OLD;COD_COMUNE;DEN_COMUNE;QUERY;AMBITO;AMBITO_SUB
2016;AP;105000;tutti i comuni;091000;tutti i comuni;0;;
2016;AP;104000;tutti i comuni;090000;tutti i comuni;0;;
2016;AP;106000;tutti i comuni;111000;tutti i comuni;0;;
2016;AP;107000;tutti i comuni;111000;tutti i comuni;0;;
2099;X;001001;Agliè;001001;Agliè;0;;
2099;X;001002;Airasca;001002;Airasca;0;;
2099;X;001003;Ala di Stura;001003;Ala di Stura;0;;
2099;X;001004;Albiano d'Ivrea;001004;Albiano d'Ivrea;0;;
2099;X;001006;Almese;001006;Almese;0;;
2099;X;001007;Alpette;001007;Alpette;0;;
2099;X;001008;Alpignano;001008;Alpignano;0;;
2099;X;001009;Andezeno;001009;Andezeno;0;;
2099;X;001010;Andrate;001010;Andrate;0;;
2099;X;001011;Angrogna;001011;Angrogna;0;;
2099;X;001012;Arignano;001012;Arignano;0;;
2099;X;001013;Avigliana;001013;Avigliana;0;;
2099;X;001014;Azeglio;001014;Azeglio;0;;
2099;X;001015;Bairo;001015;Bairo;0;;
2099;X;001016;Balangero;001016;Balangero;0;;
2099;X;001017;Baldissero Canavese;001017;Baldissero Canavese;0;;
2099;X;001018;Baldissero Torinese;001018;Baldissero Torinese;0;;
2099;X;001019;Balme;001019;Balme;0;;
2099;X;001020;Banchette;001020;Banchette;0;;
2099;X;001021;Barbania;001021;Barbania;0;;
2099;X;001022;Bardonecchia;001022;Bardonecchia;0;;
2099;X;001023;Barone Canavese;001023;Barone Canavese;0;;
2099;X;001024;Beinasco;001024;Beinasco;0;;
2099;X;001025;Bibiana;001025;Bibiana;0;;
2099;X;001026;Bobbio Pellice;001026;Bobbio Pellice;0;;
2099;X;001027;Bollengo;001027;Bollengo;0;;
2099;X;001028;Borgaro Torinese;001028;Borgaro Torinese;0;;
2099;X;001029;Borgiallo;001029;Borgiallo;0;;
2099;X;001030;Borgofranco d'Ivrea;001030;Borgofranco d'Ivrea;0;;
2099;X;001031;Borgomasino;001031;Borgomasino;0;;
2099;X;001032;Borgone Susa;001032;Borgone Susa;0;;
2099;X;001033;Bosconero;001033;Bosconero;0;;
2099;X;001034;Brandizzo;001034;Brandizzo;0;;
2099;X;001035;Bricherasio;001035;Bricherasio;0;;
2099;X;001036;Brosso;001036;Brosso;0;;
2099;X;001037;Brozolo;001037;Brozolo;0;;
2099;X;001038;Bruino;001038;Bruino;0;;
2099;X;001039;Brusasco;001039;Brusasco;0;;
2099;X;001040;Bruzolo;001040;Bruzolo;0;;
2099;X;001041;Buriasco;001041;Buriasco;0;;
2099;X;001042;Burolo;001042;Burolo;0;;
2099;X;001043;Busano;001043;Busano;0;;
2099;X;001044;Bussoleno;001044;Bussoleno;0;;
2099;X;001045;Buttigliera Alta;001045;Buttigliera Alta;0;;
2099;X;001046;Cafasse;001046;Cafasse;0;;
2099;X;001047;Caluso;001047;Caluso;0;;
2099;X;001048;Cambiano;001048;Cambiano;0;;
2099;X;001049;Campiglione Fenile;001049;Campiglione Fenile;0;;
2099;X;001050;Candia Canavese;001050;Candia Canavese;0;;
2099;X;001051;Candiolo;001051;Candiolo;0;;
2099;X;001052;Canischio;001052;Canischio;0;;
2099;X;001053;Cantalupa;001053;Cantalupa;0;;
2099;X;001054;Cantoira;001054;Cantoira;0;;
2099;X;001055;Caprie;001055;Caprie;0;;
2099;X;001056;Caravino;001056;Caravino;0;;
2099;X;001057;Carema;001057;Carema;0;;
2099;X;001058;Carignano;001058;Carignano;0;;
2099;X;001059;Carmagnola;001059;Carmagnola;0;;
2099;X;001060;Casalborgone;001060;Casalborgone;0;;
2099;X;001061;Cascinette d'Ivrea;001061;Cascinette d'Ivrea;0;;
2099;X;001062;Caselette;001062;Caselette;0;;
2099;X;001063;Caselle Torinese;001063;Caselle Torinese;0;;
2099;X;001064;Castagneto Po;001064;Castagneto Po;0;;
2099;X;001065;Castagnole Piemonte;001065;Castagnole Piemonte;0;;
2099;X;001066;Castellamonte;001066;Castellamonte;0;;
2099;X;001067;Castelnuovo Nigra;001067;Castelnuovo Nigra;0;;
2099;X;001068;Castiglione Torinese;001068;Castiglione Torinese;0;;
2099;X;001069;Cavagnolo;001069;Cavagnolo;0;;
2099;X;001070;Cavour;001070;Cavour;0;;
2099;X;001071;Cercenasco;001071;Cercenasco;0;;
2099;X;001072;Ceres;001072;Ceres;0;;
2099;X;001073;Ceresole Reale;001073;Ceresole Reale;0;;
2099;X;001074;Cesana Torinese;001074;Cesana Torinese;0;;
2099;X;001075;Chialamberto;001075;Chialamberto;0;;
2099;X;001076;Chianocco;001076;Chianocco;0;;
2099;X;001077;Chiaverano;001077;Chiaverano;0;;
2099;X;001078;Chieri;001078;Chieri;0;;
2099;X;001079;Chiesanuova;001079;Chiesanuova;0;;
2099;X;001080;Chiomonte;001080;Chiomonte;0;;
2099;X;001081;Chiusa di San Michele;001081;Chiusa di San Michele;0;;
2099;X;001082;Chivasso;001082;Chivasso;0;;
2099;X;001083;Ciconio;001083;Ciconio;0;;
2099;X;001084;Cintano;001084;Cintano;0;;
2099;X;001085;Cinzano;001085;Cinzano;0;;
2099;X;001086;Ciriè;001086;Ciriè;0;;
2099;X;001087;Claviere;001087;Claviere;0;;
2099;X;001088;Coassolo Torinese;001088;Coassolo Torinese;0;;
2099;X;001089;Coazze;001089;Coazze;0;;
2099;X;001090;Collegno;001090;Collegno;0;;
2099;X;001091;Colleretto Castelnuovo;001091;Colleretto Castelnuovo;0;;
2099;X;001092;Colleretto Giacosa;001092;Colleretto Giacosa;0;;
2099;X;001093;Condove;001093;Condove;0;;
2099;X;001094;Corio;001094;Corio;0;;
2099;X;001095;Cossano Canavese;001095;Cossano Canavese;0;;
2099;X;001096;Cuceglio;001096;Cuceglio;0;;
2099;X;001097;Cumiana;001097;Cumiana;0;;
2099;X;001098;Cuorgnè;001098;Cuorgnè;0;;
2099;X;001099;Druento;001099;Druento;0;;
2099;X;001100;Exilles;001100;Exilles;0;;
2099;X;001101;Favria;001101;Favria;0;;
2099;X;001102;Feletto;001102;Feletto;0;;
2099;X;001103;Fenestrelle;001103;Fenestrelle;0;;
2099;X;001104;Fiano;001104;Fiano;0;;
2099;X;001105;Fiorano Canavese;001105;Fiorano Canavese;0;;
2099;X;001106;Foglizzo;001106;Foglizzo;0;;
2099;X;001107;Forno Canavese;001107;Forno Canavese;0;;
2099;X;001108;Frassinetto;001108;Frassinetto;0;;
2099;X;001109;Front;001109;Front;0;;
2099;X;001110;Frossasco;001110;Frossasco;0;;
2099;X;001111;Garzigliana;001111;Garzigliana;0;;
2099;X;001112;Gassino Torinese;001112;Gassino Torinese;0;;
2099;X;001113;Germagnano;001113;Germagnano;0;;
2099;X;001114;Giaglione;001114;Giaglione;0;;
2099;X;001115;Giaveno;001115;Giaveno;0;;
2099;X;001116;Givoletto;001116;Givoletto;0;;
2099;X;001117;Gravere;001117;Gravere;0;;
2099;X;001118;Groscavallo;001118;Groscavallo;0;;
2099;X;001119;Grosso;001119;Grosso;0;;
2099;X;001120;Grugliasco;001120;Grugliasco;0;;
2099;X;001121;Ingria;001121;Ingria;0;;
2099;X;001122;Inverso Pinasca;001122;Inverso Pinasca;0;;
2099;X;001123;Isolabella;001123;Isolabella;0;;
2099;X;001124;Issiglio;001124;Issiglio;0;;
2099;X;001125;Ivrea;001125;Ivrea;0;;
2099;X;001126;La Cassa;001126;La Cassa;0;;
2099;X;001127;La Loggia;001127;La Loggia;0;;
2099;X;001128;Lanzo Torinese;001128;Lanzo Torinese;0;;
2099;X;001129;Lauriano;001129;Lauriano;0;;
2099;X;001130;Leini;001130;Leini;0;;
2099;X;001131;Lemie;001131;Lemie;0;;
2099;X;001132;Lessolo;001132;Lessolo;0;;
2099;X;001133;Levone;001133;Levone;0;;
2099;X;001134;Locana;001134;Locana;0;;
2099;X;001135;Lombardore;001135;Lombardore;0;;
2099;X;001136;Lombriasco;001136;Lombriasco;0;;
2099;X;001137;Loranzè;001137;Loranzè;0;;
2099;X;001139;Luserna San Giovanni;001139;Luserna San Giovanni;0;;
2099;X;001140;Lusernetta;001140;Lusernetta;0;;
2099;X;001141;Lusigliè;001141;Lusigliè;0;;
2099;X;001142;Macello;001142;Macello;0;;
2099;X;001143;Maglione;001143;Maglione;0;;
2099;X;001144;Marentino;001144;Marentino;0;;
2099;X;001145;Massello;001145;Massello;0;;
2099;X;001146;Mathi;001146;Mathi;0;;
2099;X;001147;Mattie;001147;Mattie;0;;
2099;X;001148;Mazzè;001148;Mazzè;0;;
2099;X;001149;Meana di Susa;001149;Meana di Susa;0;;
2099;X;001150;Mercenasco;001150;Mercenasco;0;;
2099;X;001152;Mezzenile;001152;Mezzenile;0;;
2099;X;001153;Mombello di Torino;001153;Mombello di Torino;0;;
2099;X;001154;Mompantero;001154;Mompantero;0;;
2099;X;001155;Monastero di Lanzo;001155;Monastero di Lanzo;0;;
2099;X;001156;Moncalieri;001156;Moncalieri;0;;
2099;X;001157;Moncenisio;001157;Moncenisio;0;;
2099;X;001158;Montaldo Torinese;001158;Montaldo Torinese;0;;
2099;X;001159;Montalenghe;001159;Montalenghe;0;;
2099;X;001160;Montalto Dora;001160;Montalto Dora;0;;
2099;X;001161;Montanaro;001161;Montanaro;0;;
2099;X;001162;Monteu da Po;001162;Monteu da Po;0;;
2099;X;001163;Moriondo Torinese;001163;Moriondo Torinese;0;;
2099;X;001164;Nichelino;001164;Nichelino;0;;
2099;X;001165;Noasca;001165;Noasca;0;;
2099;X;001166;Nole;001166;Nole;0;;
2099;X;001167;Nomaglio;001167;Nomaglio;0;;
2099;X;001168;None;001168;None;0;;
2099;X;001169;Novalesa;001169;Novalesa;0;;
2099;X;001170;Oglianico;001170;Oglianico;0;;
2099;X;001171;Orbassano;001171;Orbassano;0;;
2099;X;001172;Orio Canavese;001172;Orio Canavese;0;;
2099;X;001173;Osasco;001173;Osasco;0;;
2099;X;001174;Osasio;001174;Osasio;0;;
2099;X;001175;Oulx;001175;Oulx;0;;
2099;X;001176;Ozegna;001176;Ozegna;0;;
2099;X;001177;Palazzo Canavese;001177;Palazzo Canavese;0;;
2099;X;001178;Pancalieri;001178;Pancalieri;0;;
2099;X;001179;Parella;001179;Parella;0;;
2099;X;001180;Pavarolo;001180;Pavarolo;0;;
2099;X;001181;Pavone Canavese;001181;Pavone Canavese;0;;
2099;X;001183;Pecetto Torinese;001183;Pecetto Torinese;0;;
2099;X;001184;Perosa Argentina;001184;Perosa Argentina;0;;
2099;X;001185;Perosa Canavese;001185;Perosa Canavese;0;;
2099;X;001186;Perrero;001186;Perrero;0;;
2099;X;001187;Pertusio;001187;Pertusio;0;;
2099;X;001188;Pessinetto;001188;Pessinetto;0;;
2099;X;001189;Pianezza;001189;Pianezza;0;;
2099;X;001190;Pinasca;001190;Pinasca;0;;
2099;X;001191;Pinerolo;001191;Pinerolo;0;;
2099;X;001192;Pino Torinese;001192;Pino Torinese;0;;
2099;X;001193;Piobesi Torinese;001193;Piobesi Torinese;0;;
2099;X;001194;Piossasco;001194;Piossasco;0;;
2099;X;001195;Piscina;001195;Piscina;0;;
2099;X;001196;Piverone;001196;Piverone;0;;
2099;X;001197;Poirino;001197;Poirino;0;;
2099;X;001198;Pomaretto;001198;Pomaretto;0;;
2099;X;001199;Pont-Canavese;001199;Pont-Canavese;0;;
2099;X;001200;Porte;001200;Porte;0;;
2099;X;001201;Pragelato;001201;Pragelato;0;;
2099;X;001202;Prali;001202;Prali;0;;
2099;X;001203;Pralormo;001203;Pralormo;0;;
2099;X;001204;Pramollo;001204;Pramollo;0;;
2099;X;001205;Prarostino;001205;Prarostino;0;;
2099;X;001206;Prascorsano;001206;Prascorsano;0;;
2099;X;001207;Pratiglione;001207;Pratiglione;0;;
2099;X;001208;Quagliuzzo;001208;Quagliuzzo;0;;
2099;X;001209;Quassolo;001209;Quassolo;0;;
2099;X;001210;Quincinetto;001210;Quincinetto;0;;
2099;X;001211;Reano;001211;Reano;0;;
2099;X;001212;Ribordone;001212;Ribordone;0;;
2099;X;001213;Rivalba;001213;Rivalba;0;;
2099;X;001214;Rivalta di Torino;001214;Rivalta di Torino;0;;
2099;X;001215;Riva presso Chieri;001215;Riva presso Chieri;0;;
2099;X;001216;Rivara;001216;Rivara;0;;
2099;X;001217;Rivarolo Canavese;001217;Rivarolo Canavese;0;;
2099;X;001218;Rivarossa;001218;Rivarossa;0;;
2099;X;001219;Rivoli;001219;Rivoli;0;;
2099;X;001220;Robassomero;001220;Robassomero;0;;
2099;X;001221;Rocca Canavese;001221;Rocca Canavese;0;;
2099;X;001222;Roletto;001222;Roletto;0;;
2099;X;001223;Romano Canavese;001223;Romano Canavese;0;;
2099;X;001224;Ronco Canavese;001224;Ronco Canavese;0;;
2099;X;001225;Rondissone;001225;Rondissone;0;;
2099;X;001226;Rorà;001226;Rorà;0;;
2099;X;001227;Roure;001227;Roure;0;;
2099;X;001228;Rosta;001228;Rosta;0;;
2099;X;001229;Rubiana;001229;Rubiana;0;;
2099;X;001230;Rueglio;001230;Rueglio;0;;
2099;X;001231;Salassa;001231;Salassa;0;;
2099;X;001232;Salbertrand;001232;Salbertrand;0;;
2099;X;001233;Salerano Canavese;001233;Salerano Canavese;0;;
2099;X;001234;Salza di Pinerolo;001234;Salza di Pinerolo;0;;
2099;X;001235;Samone;001235;Samone;0;;
2099;X;001236;San Benigno Canavese;001236;San Benigno Canavese;0;;
2099;X;001237;San Carlo Canavese;001237;San Carlo Canavese;0;;
2099;X;001238;San Colombano Belmonte;001238;San Colombano Belmonte;0;;
2099;X;001239;San Didero;001239;San Didero;0;;
2099;X;001240;San Francesco al Campo;001240;San Francesco al Campo;0;;
2099;X;001241;Sangano;001241;Sangano;0;;
2099;X;001242;San Germano Chisone;001242;San Germano Chisone;0;;
2099;X;001243;San Gillio;001243;San Gillio;0;;
2099;X;001244;San Giorgio Canavese;001244;San Giorgio Canavese;0;;
2099;X;001245;San Giorio di Susa;001245;San Giorio di Susa;0;;
2099;X;001246;San Giusto Canavese;001246;San Giusto Canavese;0;;
2099;X;001247;San Martino Canavese;001247;San Martino Canavese;0;;
2099;X;001248;San Maurizio Canavese;001248;San Maurizio Canavese;0;;
2099;X;001249;San Mauro Torinese;001249;San Mauro Torinese;0;;
2099;X;001250;San Pietro Val Lemina;001250;San Pietro Val Lemina;0;;
2099;X;001251;San Ponso;001251;San Ponso;0;;
2099;X;001252;San Raffaele Cimena;001252;San Raffaele Cimena;0;;
2099;X;001253;San Sebastiano da Po;001253;San Sebastiano da Po;0;;
2099;X;001254;San Secondo di Pinerolo;001254;San Secondo di Pinerolo;0;;
2099;X;001255;Sant'Ambrogio di Torino;001255;Sant'Ambrogio di Torino;0;;
2099;X;001256;Sant'Antonino di Susa;001256;Sant'Antonino di Susa;0;;
2099;X;001257;Santena;001257;Santena;0;;
2099;X;001258;Sauze di Cesana;001258;Sauze di Cesana;0;;
2099;X;001259;Sauze d'Oulx;001259;Sauze d'Oulx;0;;
2099;X;001260;Scalenghe;001260;Scalenghe;0;;
2099;X;001261;Scarmagno;001261;Scarmagno;0;;
2099;X;001262;Sciolze;001262;Sciolze;0;;
2099;X;001263;Sestriere;001263;Sestriere;0;;
2099;X;001264;Settimo Rottaro;001264;Settimo Rottaro;0;;
2099;X;001265;Settimo Torinese;001265;Settimo Torinese;0;;
2099;X;001266;Settimo Vittone;001266;Settimo Vittone;0;;
2099;X;001267;Sparone;001267;Sparone;0;;
2099;X;001268;Strambinello;001268;Strambinello;0;;
2099;X;001269;Strambino;001269;Strambino;0;;
2099;X;001270;Susa;001270;Susa;0;;
2099;X;001271;Tavagnasco;001271;Tavagnasco;0;;
2099;X;001272;Torino;001272;Torino;0;;
2099;X;001273;Torrazza Piemonte;001273;Torrazza Piemonte;0;;
2099;X;001274;Torre Canavese;001274;Torre Canavese;0;;
2099;X;001275;Torre Pellice;001275;Torre Pellice;0;;
2099;X;001276;Trana;001276;Trana;0;;
2099;X;001278;Traversella;001278;Traversella;0;;
2099;X;001279;Traves;001279;Traves;0;;
2099;X;001280;Trofarello;001280;Trofarello;0;;
2099;X;001281;Usseaux;001281;Usseaux;0;;
2099;X;001282;Usseglio;001282;Usseglio;0;;
2099;X;001283;Vaie;001283;Vaie;0;;
2099;X;001284;Val della Torre;001284;Val della Torre;0;;
2099;X;001285;Valgioie;001285;Valgioie;0;;
2099;X;001286;Vallo Torinese;001286;Vallo Torinese;0;;
2099;X;001287;Valperga;001287;Valperga;0;;
2099;X;001288;Valprato Soana;001288;Valprato Soana;0;;
2099;X;001289;Varisella;001289;Varisella;0;;
2099;X;001290;Vauda Canavese;001290;Vauda Canavese;0;;
2099;X;001291;Venaus;001291;Venaus;0;;
2099;X;001292;Venaria Reale;001292;Venaria Reale;0;;
2099;X;001293;Verolengo;001293;Verolengo;0;;
2099;X;001294;Verrua Savoia;001294;Verrua Savoia;0;;
2099;X;001295;Vestignè;001295;Vestignè;0;;
2099;X;001296;Vialfrè;001296;Vialfrè;0;;
2099;X;001298;Vidracco;001298;Vidracco;0;;
2099;X;001299;Vigone;001299;Vigone;0;;
2099;X;001300;Villafranca Piemonte;001300;Villafranca Piemonte;0;;
2099;X;001301;Villanova Canavese;001301;Villanova Canavese;0;;
2099;X;001302;Villarbasse;001302;Villarbasse;0;;
2099;X;001303;Villar Dora;001303;Villar Dora;0;;
2099;X;001304;Villareggia;001304;Villareggia;0;;
2099;X;001305;Villar Focchiardo;001305;Villar Focchiardo;0;;
2099;X;001306;Villar Pellice;001306;Villar Pellice;0;;
2099;X;001307;Villar Perosa;001307;Villar Perosa;0;;
2099;X;001308;Villastellone;001308;Villastellone;0;;
2099;X;001309;Vinovo;001309;Vinovo;0;;
2099;X;001310;Virle Piemonte;001310;Virle Piemonte;0;;
2099;X;001311;Vische;001311;Vische;0;;
2099;X;001312;Vistrorio;001312;Vistrorio;0;;
2099;X;001313;Viù;001313;Viù;0;;
2099;X;001314;Volpiano;001314;Volpiano;0;;
2099;X;001315;Volvera;001315;Volvera;0;;
2099;X;001316;Mappano;001316;Mappano;0;;
2099;X;001317;Val di Chy;001317;Val di Chy;0;;
2019;ES;001005;Alice Superiore;001317;Val di Chy;0;;
2019;ES;001138;Lugnacco;001317;Val di Chy;0;;
2019;ES;001182;Pecco;001317;Val di Chy;0;;
2099;X;001318;Valchiusa;001318;Valchiusa;0;;
2019;ES;001297;Vico Canavese;001318;Valchiusa;0;;
2019;ES;001151;Meugliano;001318;Valchiusa;0;;
2019;ES;001277;Trausella;001318;Valchiusa;0;;
2099;X;002002;Alagna Valsesia;002002;Alagna Valsesia;0;;
2019;ES;002114;Riva Valdobbia;002002;Alagna Valsesia;0;;
2099;X;002003;Albano Vercellese;002003;Albano Vercellese;0;;
2099;X;002004;Alice Castello;002004;Alice Castello;0;;
2099;X;002006;Arborio;002006;Arborio;0;;
2099;X;002007;Asigliano Vercellese;002007;Asigliano Vercellese;0;;
2099;X;002008;Balmuccia;002008;Balmuccia;0;;
2099;X;002009;Balocco;002009;Balocco;0;;
2099;X;002011;Bianzè;002011;Bianzè;0;;
2099;X;002014;Boccioleto;002014;Boccioleto;0;;
2099;X;002015;Borgo d'Ale;002015;Borgo d'Ale;0;;
2099;X;002016;Borgosesia;002016;Borgosesia;0;;
2099;X;002017;Borgo Vercelli;002017;Borgo Vercelli;0;;
2099;X;002021;Buronzo;002021;Buronzo;0;;
2099;X;002025;Campertogno;002025;Campertogno;0;;
2099;X;002029;Carcoforo;002029;Carcoforo;0;;
2099;X;002030;Caresana;002030;Caresana;0;;
2099;X;002031;Caresanablot;002031;Caresanablot;0;;
2099;X;002032;Carisio;002032;Carisio;0;;
2099;X;002033;Casanova Elvo;002033;Casanova Elvo;0;;
2099;X;002035;San Giacomo Vercellese;002035;San Giacomo Vercellese;0;;
2099;X;002041;Cervatto;002041;Cervatto;0;;
2099;X;002042;Cigliano;002042;Cigliano;0;;
2099;X;002043;Civiasco;002043;Civiasco;0;;
2099;X;002045;Collobiano;002045;Collobiano;0;;
2099;X;002047;Costanzana;002047;Costanzana;0;;
2099;X;002048;Cravagliana;002048;Cravagliana;0;;
2099;X;002049;Crescentino;002049;Crescentino;0;;
2099;X;002052;Crova;002052;Crova;0;;
2099;X;002054;Desana;002054;Desana;0;;
2099;X;002057;Fobello;002057;Fobello;0;;
2099;X;002058;Fontanetto Po;002058;Fontanetto Po;0;;
2099;X;002059;Formigliana;002059;Formigliana;0;;
2099;X;002061;Gattinara;002061;Gattinara;0;;
2099;X;002062;Ghislarengo;002062;Ghislarengo;0;;
2099;X;002065;Greggio;002065;Greggio;0;;
2099;X;002066;Guardabosone;002066;Guardabosone;0;;
2099;X;002067;Lamporo;002067;Lamporo;0;;
2099;X;002068;Lenta;002068;Lenta;0;;
2099;X;002070;Lignana;002070;Lignana;0;;
2099;X;002071;Livorno Ferraris;002071;Livorno Ferraris;0;;
2099;X;002072;Lozzolo;002072;Lozzolo;0;;
2099;X;002078;Mollia;002078;Mollia;0;;
2099;X;002079;Moncrivello;002079;Moncrivello;0;;
2099;X;002082;Motta de' Conti;002082;Motta de' Conti;0;;
2099;X;002088;Olcenengo;002088;Olcenengo;0;;
2099;X;002089;Oldenico;002089;Oldenico;0;;
2099;X;002090;Palazzolo Vercellese;002090;Palazzolo Vercellese;0;;
2099;X;002091;Pertengo;002091;Pertengo;0;;
2099;X;002093;Pezzana;002093;Pezzana;0;;
2099;X;002096;Pila;002096;Pila;0;;
2099;X;002097;Piode;002097;Piode;0;;
2099;X;002102;Postua;002102;Postua;0;;
2099;X;002104;Prarolo;002104;Prarolo;0;;
2099;X;002107;Quarona;002107;Quarona;0;;
2099;X;002108;Quinto Vercellese;002108;Quinto Vercellese;0;;
2099;X;002110;Rassa;002110;Rassa;0;;
2099;X;002113;Rimella;002113;Rimella;0;;
2099;X;002115;Rive;002115;Rive;0;;
2099;X;002116;Roasio;002116;Roasio;0;;
2099;X;002118;Ronsecco;002118;Ronsecco;0;;
2099;X;002121;Rossa;002121;Rossa;0;;
2099;X;002122;Rovasenda;002122;Rovasenda;0;;
2099;X;002126;Salasco;002126;Salasco;0;;
2099;X;002127;Sali Vercellese;002127;Sali Vercellese;0;;
2099;X;002128;Saluggia;002128;Saluggia;0;;
2099;X;002131;San Germano Vercellese;002131;San Germano Vercellese;0;;
2099;X;002133;Santhià;002133;Santhià;0;;
2099;X;002134;Scopa;002134;Scopa;0;;
2099;X;002135;Scopello;002135;Scopello;0;;
2099;X;002137;Serravalle Sesia;002137;Serravalle Sesia;0;;
2099;X;002142;Stroppiana;002142;Stroppiana;0;;
2099;X;002147;Tricerro;002147;Tricerro;0;;
2099;X;002148;Trino;002148;Trino;0;;
2099;X;002150;Tronzano Vercellese;002150;Tronzano Vercellese;0;;
2099;X;002152;Valduggia;002152;Valduggia;0;;
2099;X;002156;Varallo;002156;Varallo;0;;
2018;ES;002123;Sabbia;002156;Varallo;0;;
2099;X;002158;Vercelli;002158;Vercelli;0;;
2099;X;002163;Villarboit;002163;Villarboit;0;;
2099;X;002164;Villata;002164;Villata;0;;
2099;X;002166;Vocca;002166;Vocca;0;;
2099;X;002170;Alto Sermenza;002170;Alto Sermenza;0;;
2018;ES;002111;Rima San Giuseppe;002170;Alto Sermenza;0;;
2018;ES;002112;Rimasco;002170;Alto Sermenza;0;;
2099;X;002171;Cellio con Breia;002171;Cellio con Breia;0;;
2018;ES;002019;Breia;002171;Cellio con Breia;0;;
2018;ES;002038;Cellio;002171;Cellio con Breia;0;;
2099;X;003001;Agrate Conturbia;003001;Agrate Conturbia;0;;
2099;X;003002;Ameno;003002;Ameno;0;;
2099;X;003006;Armeno;003006;Armeno;0;;
2099;X;003008;Arona;003008;Arona;0;;
2099;X;003012;Barengo;003012;Barengo;0;;
2099;X;003016;Bellinzago Novarese;003016;Bellinzago Novarese;0;;
2099;X;003018;Biandrate;003018;Biandrate;0;;
2099;X;003019;Boca;003019;Boca;0;;
2099;X;003021;Bogogno;003021;Bogogno;0;;
2099;X;003022;Bolzano Novarese;003022;Bolzano Novarese;0;;
2099;X;003023;Borgolavezzaro;003023;Borgolavezzaro;0;;
2099;X;003024;Borgomanero;003024;Borgomanero;0;;
2099;X;003025;Borgo Ticino;003025;Borgo Ticino;0;;
2099;X;003026;Briga Novarese;003026;Briga Novarese;0;;
2099;X;003027;Briona;003027;Briona;0;;
2099;X;003030;Caltignaga;003030;Caltignaga;0;;
2099;X;003032;Cameri;003032;Cameri;0;;
2099;X;003036;Carpignano Sesia;003036;Carpignano Sesia;0;;
2099;X;003037;Casalbeltrame;003037;Casalbeltrame;0;;
2099;X;003039;Casaleggio Novara;003039;Casaleggio Novara;0;;
2099;X;003040;Casalino;003040;Casalino;0;;
2099;X;003041;Casalvolone;003041;Casalvolone;0;;
2099;X;003042;Castellazzo Novarese;003042;Castellazzo Novarese;0;;
2099;X;003043;Castelletto sopra Ticino;003043;Castelletto sopra Ticino;0;;
2099;X;003044;Cavaglietto;003044;Cavaglietto;0;;
2099;X;003045;Cavaglio d'Agogna;003045;Cavaglio d'Agogna;0;;
2099;X;003047;Cavallirio;003047;Cavallirio;0;;
2099;X;003049;Cerano;003049;Cerano;0;;
2099;X;003051;Colazza;003051;Colazza;0;;
2099;X;003052;Comignago;003052;Comignago;0;;
2099;X;003055;Cressa;003055;Cressa;0;;
2099;X;003058;Cureggio;003058;Cureggio;0;;
2099;X;003060;Divignano;003060;Divignano;0;;
2099;X;003062;Dormelletto;003062;Dormelletto;0;;
2099;X;003065;Fara Novarese;003065;Fara Novarese;0;;
2099;X;003066;Fontaneto d'Agogna;003066;Fontaneto d'Agogna;0;;
2099;X;003068;Galliate;003068;Galliate;0;;
2099;X;003069;Garbagna Novarese;003069;Garbagna Novarese;0;;
2099;X;003070;Gargallo;003070;Gargallo;0;;
2099;X;003073;Ghemme;003073;Ghemme;0;;
2099;X;003076;Gozzano;003076;Gozzano;0;;
2099;X;003077;Granozzo con Monticello;003077;Granozzo con Monticello;0;;
2099;X;003079;Grignasco;003079;Grignasco;0;;
2099;X;003082;Invorio;003082;Invorio;0;;
2099;X;003083;Landiona;003083;Landiona;0;;
2099;X;003084;Lesa;003084;Lesa;0;;
2099;X;003088;Maggiora;003088;Maggiora;0;;
2099;X;003090;Mandello Vitta;003090;Mandello Vitta;0;;
2099;X;003091;Marano Ticino;003091;Marano Ticino;0;;
2099;X;003093;Massino Visconti;003093;Massino Visconti;0;;
2099;X;003095;Meina;003095;Meina;0;;
2099;X;003097;Mezzomerico;003097;Mezzomerico;0;;
2099;X;003098;Miasino;003098;Miasino;0;;
2099;X;003100;Momo;003100;Momo;0;;
2099;X;003103;Nebbiuno;003103;Nebbiuno;0;;
2099;X;003104;Nibbiola;003104;Nibbiola;0;;
2099;X;003106;Novara;003106;Novara;0;;
2099;X;003108;Oleggio;003108;Oleggio;0;;
2099;X;003109;Oleggio Castello;003109;Oleggio Castello;0;;
2099;X;003112;Orta San Giulio;003112;Orta San Giulio;0;;
2099;X;003114;Paruzzaro;003114;Paruzzaro;0;;
2099;X;003115;Pella;003115;Pella;0;;
2099;X;003116;Pettenasco;003116;Pettenasco;0;;
2099;X;003119;Pisano;003119;Pisano;0;;
2099;X;003120;Pogno;003120;Pogno;0;;
2099;X;003121;Pombia;003121;Pombia;0;;
2099;X;003122;Prato Sesia;003122;Prato Sesia;0;;
2099;X;003129;Recetto;003129;Recetto;0;;
2099;X;003130;Romagnano Sesia;003130;Romagnano Sesia;0;;
2099;X;003131;Romentino;003131;Romentino;0;;
2099;X;003133;San Maurizio d'Opaglio;003133;San Maurizio d'Opaglio;0;;
